x	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
59	0.016379776	0.016501415	0.016279635	0.017093229	0.016257624	0.015528695	0.0129523	0.011350917	0.012464589	0.013330009	0.013304785	0.011912882	0.01060132	0.011201588	0.011559443	0.013331977	0.010781212	0.012871792	0.012114097	0.011850241	0.011419792	0.009593292	0.009032319	0.008935683	0.008724228	0.007754994	0.008112662	0.007950463	0.008080306	0.007786505	0.007662719	0.007539291	0.008064356	0.007479128	0.007463401	0.007360019	0.006966692	0.00681106
60	0.018016255	0.017309485	0.017427027	0.018393861	0.017342122	0.016593744	0.013907572	0.010994464	0.012681596	0.014767792	0.014750729	0.012041298	0.010240982	0.010720055	0.012858922	0.014771655	0.010050924	0.015544127	0.013695237	0.013812158	0.013057959	0.010863676	0.010183491	0.010070814	0.009905503	0.008912687	0.009326119	0.009060913	0.009045544	0.008460213	0.008505913	0.008551776	0.008821731	0.008107339	0.008127613	0.008073701	0.007566544	0.007687486
61	0.019529536	0.018294291	0.018565188	0.019674409	0.018427519	0.017653266	0.014779081	0.010799672	0.012974389	0.01612912	0.016153817	0.012263767	0.010013324	0.010418031	0.014034284	0.016134644	0.009541615	0.017892612	0.015126467	0.015559371	0.01451394	0.011985545	0.011170495	0.0110696	0.010912537	0.009858095	0.010341745	0.009992631	0.009859717	0.009060732	0.009236329	0.009411945	0.009518622	0.008686089	0.008740804	0.008709625	0.008096588	0.008431847
62	0.021326787	0.019394376	0.020045524	0.021192818	0.01985986	0.01904851	0.016197494	0.011610927	0.014051188	0.017646689	0.017561749	0.013263239	0.010924446	0.011180933	0.015496127	0.017652976	0.01008249	0.019705332	0.016513259	0.017040228	0.015876505	0.013070448	0.012245083	0.012086888	0.011949157	0.010866915	0.01135446	0.010959456	0.010806857	0.009835312	0.010067525	0.010299761	0.010322232	0.009419522	0.009476821	0.00949108	0.008829814	0.009221328
63	0.023436822	0.020620042	0.021898024	0.022972122	0.021669017	0.020807338	0.018200232	0.01347455	0.015956284	0.019335549	0.018978798	0.015081023	0.013023397	0.013055953	0.017265632	0.01934165	0.011715771	0.020950282	0.017856945	0.018242635	0.017144196	0.014119291	0.013413935	0.013125933	0.013019223	0.01194418	0.012366641	0.011965082	0.011894423	0.010791753	0.011004925	0.011218209	0.011238189	0.010314349	0.010341295	0.010424665	0.009774181	0.010059018
64	0.025895371	0.021983328	0.024159744	0.025040354	0.023891826	0.022964094	0.020835136	0.016449155	0.018745925	0.021213783	0.020409254	0.017769423	0.01637444	0.016102764	0.019369304	0.021218681	0.014493218	0.021583524	0.019158035	0.019149638	0.018313954	0.015132491	0.014684864	0.014190212	0.014126954	0.013095677	0.013380634	0.013013599	0.013131386	0.011939493	0.012054949	0.012170559	0.012273146	0.011378651	0.011340937	0.011518335	0.01093944	0.010948418
65	0.028331186	0.023064966	0.026808121	0.027476989	0.026607067	0.025610529	0.023835492	0.019459887	0.021734767	0.023064896	0.021458186	0.020493648	0.020145562	0.019183315	0.021329471	0.023068443	0.016898491	0.021743171	0.020202108	0.019638885	0.019148108	0.015739722	0.015712405	0.014952201	0.014934659	0.014014981	0.014082513	0.013819327	0.014200939	0.012897474	0.012846578	0.01279573	0.012985016	0.012190464	0.012108425	0.012430441	0.011986754	0.011567807
66	0.030806781	0.024162522	0.029445016	0.02997331	0.029309066	0.028238338	0.026667791	0.021917273	0.02435233	0.02496524	0.022608673	0.022826056	0.023317604	0.021669064	0.023234074	0.02496808	0.01866886	0.022378007	0.021378215	0.020396685	0.020133764	0.016425294	0.016745175	0.015754502	0.015776752	0.014944525	0.014834583	0.014650026	0.015236058	0.013779673	0.013609765	0.013439815	0.013661203	0.012932427	0.01282717	0.013284207	0.012937026	0.012188333
67	0.033805053	0.025897908	0.031921283	0.032313019	0.031680779	0.030513109	0.029377896	0.024684904	0.027067245	0.027212457	0.024551466	0.02546278	0.026280415	0.024469085	0.025666046	0.027214699	0.021286519	0.023838113	0.023130778	0.021917659	0.021787511	0.017835987	0.018284526	0.017124645	0.017187608	0.016337285	0.016158294	0.01594873	0.016645092	0.015048316	0.014855221	0.014662125	0.014916116	0.014142617	0.013978289	0.014504439	0.014159283	0.013287217
68	0.03740568	0.028339346	0.034223636	0.034481158	0.033687186	0.032398611	0.031963875	0.027806714	0.029902838	0.029850237	0.027367345	0.028446044	0.029031929	0.027627964	0.028686957	0.029852001	0.024832056	0.026203459	0.025515924	0.024270205	0.024169791	0.020024828	0.020370067	0.019103161	0.019208134	0.018225697	0.018092079	0.017747032	0.018455497	0.016728624	0.016613133	0.016497711	0.016785533	0.015848992	0.015587317	0.016114247	0.015671175	0.014890935
69	0.04171198	0.031572569	0.036331451	0.036455725	0.035280073	0.033845493	0.034418245	0.031338093	0.032885665	0.032933425	0.031160437	0.031828908	0.031561588	0.031201994	0.032376551	0.03293484	0.029415938	0.029573805	0.028604698	0.02754056	0.027357365	0.023059436	0.023052086	0.021741354	0.021890286	0.020650819	0.020684718	0.020084703	0.020701704	0.018852236	0.018921671	0.018991156	0.019315025	0.018086957	0.017686328	0.018142554	0.017494572	0.017032883
70	0.047161996	0.034808524	0.038217254	0.038157724	0.036555093	0.034990085	0.03657837	0.035466438	0.035944269	0.035832578	0.035102455	0.035573071	0.034430257	0.035437704	0.035853114	0.03583293	0.035317686	0.033678614	0.03225879	0.031361775	0.031068563	0.02632223	0.025735123	0.024368865	0.024568781	0.02310714	0.023330367	0.022462921	0.022906027	0.0209206	0.021255965	0.021591516	0.021871965	0.02022533	0.019598985	0.019953283	0.019104694	0.019093075
71	0.053061708	0.037920236	0.040559431	0.040283855	0.038346065	0.036641019	0.039189467	0.039879997	0.039358406	0.03884317	0.03888191	0.039565273	0.037878539	0.03996674	0.039362557	0.03884223	0.041241504	0.037574641	0.035860121	0.034979749	0.034644595	0.029319542	0.028276294	0.026788951	0.027045368	0.025415999	0.025758771	0.024678088	0.025012995	0.022857641	0.023404757	0.023952575	0.024189177	0.022169999	0.021326828	0.021625913	0.020631534	0.020938786
72	0.058707147	0.041794304	0.043803352	0.043341747	0.041022128	0.039102321	0.042895491	0.044305452	0.043438951	0.042905626	0.04335044	0.043882096	0.041477078	0.044421923	0.044122175	0.042904349	0.046322803	0.041132939	0.039299696	0.038464671	0.038111344	0.032510524	0.031288189	0.029659663	0.029973654	0.028060228	0.02851528	0.027188927	0.027536789	0.025180944	0.025846479	0.026513464	0.02683603	0.024569555	0.023612176	0.023901245	0.022718834	0.023181181
73	0.064046218	0.04657001	0.048110996	0.047496229	0.044731001	0.042502855	0.047892833	0.048765391	0.04831473	0.048212858	0.04864675	0.048598042	0.045260913	0.048811502	0.050372806	0.048212354	0.050444052	0.044309644	0.042564084	0.041809946	0.041466113	0.035934784	0.034840916	0.033045118	0.033418946	0.031087114	0.031648069	0.030036451	0.030531455	0.027936763	0.028620236	0.029305805	0.029858324	0.027476668	0.026514284	0.026843072	0.025422685	0.025864323
74	0.068980551	0.052434142	0.053697075	0.05296467	0.049664621	0.047008367	0.054448193	0.053278098	0.054157564	0.055029164	0.054957243	0.053806547	0.049270579	0.053132974	0.058453303	0.055030764	0.053412936	0.047037225	0.045627728	0.044998785	0.044697517	0.039640008	0.039025116	0.037027933	0.037465471	0.034556309	0.035217878	0.033271927	0.03406599	0.031183849	0.031774914	0.032368016	0.033313857	0.030959127	0.030110182	0.030534527	0.028815575	0.029044407
75	0.075244502	0.059453407	0.060622668	0.059769896	0.055812009	0.05261358	0.062388443	0.05867006	0.061182333	0.063203614	0.062451667	0.060036965	0.054136028	0.058294789	0.068067959	0.063207765	0.056892948	0.050392594	0.049333642	0.048808682	0.048547643	0.043886951	0.043813654	0.041553775	0.042063672	0.038487884	0.039255994	0.036936999	0.038078109	0.03483176	0.035317298	0.035804337	0.037185906	0.034833683	0.034101957	0.034645401	0.032590881	0.032566485
76	0.08358341	0.067227217	0.068124785	0.067072671	0.062298378	0.058480207	0.070984656	0.065257998	0.06910001	0.072162978	0.070957865	0.067333444	0.059847308	0.064689158	0.078727849	0.072169328	0.06207111	0.054752201	0.053911918	0.05347451	0.053233049	0.048670735	0.048960834	0.046383359	0.046983259	0.042699852	0.043606994	0.040861638	0.042302041	0.038630931	0.039086221	0.039542747	0.041319286	0.038828811	0.03813041	0.038774709	0.036355913	0.036189841
77	0.092562981	0.075790758	0.075976539	0.074626864	0.068831212	0.06428812	0.080440995	0.072466619	0.077842767	0.082227028	0.080604516	0.075386103	0.065809024	0.071668558	0.091202912	0.082236066	0.067741004	0.059121653	0.058589687	0.058317097	0.058109524	0.053819283	0.054514204	0.051581622	0.052294671	0.047169442	0.048258913	0.044990487	0.046760995	0.042626849	0.043066342	0.043506725	0.045748435	0.043095339	0.042427098	0.043171045	0.040317495	0.040032872
78	0.102542203	0.085450164	0.084375399	0.082601378	0.075518346	0.070115664	0.091106303	0.080553687	0.087738171	0.093824043	0.091820098	0.084495067	0.072172539	0.079480398	0.106215007	0.093836456	0.074128627	0.063603042	0.063476595	0.063456004	0.063297537	0.059455191	0.060600391	0.057257999	0.05811325	0.051978429	0.05330214	0.049393504	0.051531589	0.04687932	0.047321843	0.047764911	0.050553614	0.04769931	0.047053586	0.047897816	0.04452466	0.044148278
79	0.113554482	0.096520996	0.093379326	0.091007008	0.082290448	0.075863528	0.103360583	0.08967628	0.0991102	0.10749495	0.105136208	0.094916533	0.078932431	0.088256792	0.124880023	0.107511854	0.081266509	0.068075295	0.068504531	0.068859717	0.068774255	0.065663619	0.067342691	0.063521697	0.064557247	0.057188723	0.058813326	0.054113045	0.056673562	0.051437465	0.051899918	0.052362573	0.055812331	0.052720535	0.052096294	0.053043662	0.049040884	0.048596348
80	0.110093065	0.082956998	0.08814098	0.086883541	0.082299265	0.07859583	0.092576673	0.085341279	0.091773809	0.094836562	0.092413163	0.087860294	0.083708796	0.084709688	0.10219907	0.094915489	0.078474631	0.078474631	0.075524722	0.075015009	0.073170338	0.073170338	0.065100641	0.062366806	0.059626251	0.058165999	0.058366069	0.055509696	0.057949181	0.051661766	0.05267578	0.053628045	0.05532382	0.05176547	0.050713714	0.051867732	0.04906266	0.048688769
81	0.119147696	0.089571982	0.095169375	0.093646733	0.088770338	0.084827824	0.100583604	0.092926931	0.099763434	0.103154367	0.10052272	0.09566022	0.091309813	0.092276181	0.111670838	0.103271364	0.085445706	0.085445706	0.0820097	0.08150283	0.079550153	0.079550153	0.071056173	0.068080374	0.065125079	0.063578867	0.063769518	0.060637609	0.063340528	0.056433235	0.057576544	0.058655787	0.060490916	0.05665135	0.055498491	0.056781824	0.053729192	0.053329298
82	0.128817311	0.096679953	0.102710707	0.100902699	0.095723153	0.09153203	0.109182383	0.101095293	0.108347046	0.11208579	0.109235909	0.104053484	0.099503962	0.100426541	0.12184311	0.11224455	0.092966107	0.092966107	0.089004801	0.088503396	0.086439457	0.086439457	0.077512447	0.074280049	0.071098407	0.069463434	0.069642462	0.066216226	0.069202084	0.061631328	0.062914688	0.064131687	0.066114493	0.061977538	0.060716442	0.062139238	0.05882274	0.058395541
83	0.13912882	0.104312702	0.110796172	0.108682472	0.103189341	0.098740499	0.118404577	0.109879764	0.117556469	0.121662098	0.118584542	0.113073011	0.108325374	0.109194373	0.132745812	0.121866347	0.101070195	0.101070195	0.096543876	0.096050762	0.093872625	0.093872625	0.084505473	0.081001864	0.077582388	0.075856079	0.076021115	0.072281463	0.075570206	0.067291502	0.068726062	0.070091983	0.072230832	0.067780279	0.066403647	0.067976373	0.064379418	0.063923624
84	0.150108561	0.112503323	0.119457995	0.117018313	0.111201943	0.106486839	0.1282819	0.119314183	0.12742368	0.131914409	0.128600461	0.122751988	0.117808567	0.118613732	0.144407429	0.132167862	0.109793276	0.109793276	0.104662121	0.10418032	0.101885445	0.101885445	0.092072944	0.088283703	0.084615171	0.082795232	0.082943748	0.078871465	0.082483314	0.073451652	0.075048879	0.076575204	0.078878421	0.0740982	0.072598627	0.074331995	0.070437851	0.069952199
85	0.161782045	0.121286155	0.128729329	0.125943638	0.11979536	0.114806187	0.138845991	0.129432617	0.137980571	0.142873428	0.139315287	0.133123634	0.127988205	0.128718899	0.156854607	0.143179738	0.119171437	0.119171437	0.113395984	0.112928706	0.110515021	0.110515021	0.100254169	0.09616526	0.09223688	0.090321361	0.09045068	0.086026633	0.089981885	0.080152176	0.081923773	0.08362221	0.086097973	0.080972358	0.079342399	0.081247278	0.077039242	0.076522516
86	0.174173689	0.130696688	0.13864413	0.135492935	0.129005286	0.123735152	0.150128158	0.140269112	0.149258695	0.154569157	0.150760145	0.144220937	0.138898835	0.13954414	0.170111735	0.154931859	0.129241365	0.129241365	0.122783051	0.122333672	0.119799661	0.119799661	0.109089969	0.104687971	0.100489568	0.098476931	0.09858424	0.093789624	0.098108413	0.087436025	0.08939382	0.091276191	0.093932414	0.088446257	0.086678516	0.08876582	0.084227426	0.083678478
87	0.187306523	0.140771448	0.149237006	0.14570164	0.13886861	0.133311742	0.162159091	0.151857415	0.16128897	0.167030581	0.162965362	0.156076356	0.150574581	0.151123417	0.184200521	0.167453032	0.140040113	0.140040113	0.132861893	0.132433935	0.129778726	0.129778726	0.118622543	0.113894902	0.109417132	0.107306328	0.107388697	0.10220532	0.106907333	0.095348726	0.097504538	0.099582643	0.102426841	0.096565846	0.094653077	0.09693363	0.092048892	0.091466662
88	0.201201895	0.15154785	0.160543034	0.156605994	0.149423289	0.143575256	0.174968554	0.164230662	0.174101371	0.180285329	0.175960135	0.1687215	0.163048814	0.163490075	0.199139557	0.180770637	0.151604843	0.151604843	0.143671881	0.143268987	0.140492445	0.140492445	0.128895294	0.123830609	0.1190652	0.116855742	0.116910151	0.111320763	0.116424915	0.103938376	0.106303859	0.108589313	0.111628442	0.105379475	0.103314698	0.105799077	0.100552772	0.099936319
89	0.215879151	0.163064017	0.172597547	0.168242869	0.160708195	0.154566141	0.188585046	0.177421034	0.187724581	0.19435931	0.189772176	0.182186773	0.176353779	0.176676495	0.214943891	0.194910265	0.163972528	0.163972528	0.155252964	0.154878858	0.151981686	0.151981686	0.139952606	0.134540946	0.129480959	0.127173013	0.127196377	0.12118505	0.126709104	0.113255596	0.11584205	0.118346092	0.121586373	0.114937814	0.112714455	0.115412803	0.109790794	0.109139325
90	0.231355317	0.175358561	0.185435886	0.180649548	0.172762911	0.166325819	0.203035443	0.191459382	0.202185629	0.209276335	0.204427336	0.196500994	0.190520203	0.190713717	0.231624609	0.209895329	0.17717961	0.17717961	0.167645404	0.167303852	0.164287692	0.164287692	0.151839577	0.146072833	0.140712949	0.138307418	0.138296632	0.131849177	0.137809319	0.123353443	0.126171593	0.128904866	0.132351587	0.125293718	0.122905765	0.125827576	0.119817186	0.119130088
91	0.247644776	0.18847033	0.199093115	0.193863482	0.185627505	0.178896459	0.218344614	0.20637483	0.217509499	0.225057724	0.219949207	0.21169099	0.205576866	0.205631028	0.24918844	0.225746675	0.191261627	0.191261627	0.180889464	0.180584229	0.177451762	0.177451762	0.1646017	0.158473959	0.152810792	0.150309408	0.150261386	0.143365831	0.149776192	0.134287263	0.137347012	0.140319308	0.143976606	0.136502042	0.133944222	0.137098097	0.13068852	0.129965398
92	0.264758944	0.202438107	0.213603704	0.207921999	0.199342249	0.192320722	0.234535025	0.22219434	0.233718725	0.241721902	0.236358719	0.227781174	0.221550153	0.221455535	0.267637389	0.242482171	0.206252797	0.206252797	0.195025058	0.19475984	0.191514895	0.191514895	0.178284487	0.171792434	0.165824863	0.163230282	0.16314201	0.155789114	0.162661239	0.146114487	0.149424629	0.152644604	0.156515226	0.148619385	0.145887362	0.149280733	0.142463496	0.141704213
93	0.28270596	0.217300271	0.229001168	0.222861972	0.213947291	0.206641438	0.251626326	0.23894227	0.250832982	0.259283997	0.253673714	0.244793103	0.238463588	0.238211712	0.286968412	0.260116308	0.222185563	0.222185563	0.210091348	0.209869722	0.20651737	0.20651737	0.19293303	0.18607638	0.179805896	0.177121787	0.176990386	0.169174202	0.176516472	0.158894354	0.162462255	0.16593711	0.170022157	0.161703761	0.158794354	0.162433179	0.155202648	0.154407367
94	0.30149038	0.233094405	0.245317677	0.238719448	0.229482291	0.221901243	0.269634935	0.256639909	0.268868654	0.277755441	0.27190854	0.26274503	0.256337353	0.255920928	0.307173149	0.278659798	0.239090115	0.239090115	0.226126292	0.22595164	0.222498293	0.222498293	0.208591514	0.201373449	0.194804515	0.192035655	0.191858449	0.183576924	0.191393935	0.172687549	0.176518794	0.180253923	0.184552577	0.17581419	0.17272561	0.176614039	0.168967964	0.168137192
95	0.321112904	0.249856862	0.262583626	0.255529232	0.245985993	0.238142156	0.288573626	0.275305009	0.287838423	0.297143583	0.29107363	0.281651454	0.275187811	0.274600979	0.328237708	0.298119195	0.256993872	0.256993872	0.243166152	0.243041586	0.239495084	0.239495084	0.225302657	0.217730275	0.2108707	0.208023058	0.207797645	0.19905326	0.207345158	0.187555753	0.191653763	0.195652374	0.200161615	0.191010198	0.187742302	0.191882312	0.183822409	0.182957047
96	0.341570119	0.267622291	0.280827171	0.273324428	0.263495759	0.255405098	0.308451121	0.294951311	0.307750854	0.317451323	0.311175116	0.301522682	0.295027022	0.294265606	0.350142522	0.318496536	0.275920951	0.275920951	0.261244953	0.261173228	0.257542918	0.257542918	0.243107098	0.23519187	0.228053166	0.225133982	0.224858322	0.215658742	0.22442054	0.203561094	0.207926712	0.212189423	0.216903731	0.207351216	0.203905777	0.208296787	0.19982935	0.198930738
97	0.362854285	0.28642311	0.300073741	0.29213594	0.28204704	0.273729361	0.3292717	0.315588088	0.328610003	0.338676782	0.332214449	0.322364399	0.315862288	0.314924035	0.372862291	0.339789011	0.29589161	0.29589161	0.280393898	0.280377332	0.276674126	0.276674126	0.262042731	0.25380093	0.246398676	0.243416526	0.243089029	0.233447774	0.242668641	0.220765484	0.225396543	0.229920952	0.234832021	0.224895881	0.221276862	0.225915335	0.217051862	0.216121827
98	0.384953152	0.306288945	0.32034552	0.311991938	0.301672816	0.293152005	0.35103484	0.337219699	0.350415055	0.360813005	0.35418807	0.344177274	0.337695713	0.336580531	0.396365991	0.361988683	0.316921699	0.316921699	0.300640758	0.300681137	0.29691756	0.29691756	0.282143979	0.273597103	0.265951269	0.26291612	0.262535741	0.252472845	0.262135403	0.23922985	0.244120721	0.248900974	0.253997416	0.243701227	0.239915065	0.244794091	0.235551915	0.234592818
99	0.407849833	0.32724603	0.341660914	0.332917287	0.322402975	0.313707221	0.37373489	0.359845183	0.373159999	0.383847719	0.377087109	0.366956595	0.360523808	0.359233982	0.420616987	0.385082254	0.339022099	0.339022099	0.322009224	0.322107709	0.318297921	0.318297921	0.30344104	0.294616176	0.286751427	0.283674673	0.283241007	0.272783654	0.282863297	0.259013237	0.264154372	0.269180724	0.274447803	0.263821769	0.25987765	0.264986541	0.255389447	0.254404225
100	0.431522725	0.349316581	0.364034009	0.354932953	0.344263665	0.335425626	0.397360789	0.383457886	0.396833343	0.407763141	0.400897148	0.390691959	0.384337141	0.382877531	0.44557322	0.409050889	0.362198197	0.362198197	0.344518246	0.344675285	0.340835078	0.340835078	0.325959089	0.316889238	0.308835177	0.305729649	0.305243034	0.294426147	0.304890389	0.280171795	0.285549283	0.290807668	0.29622705	0.285308481	0.281218605	0.286542493	0.276621298	0.275613502
101	0.455945487	0.37251815	0.38747403	0.378055393	0.367276615	0.358333533	0.421895842	0.408045145	0.421417898	0.432535864	0.425598045	0.415367021	0.409120053	0.407498259	0.471187489	0.433870114	0.38644937	0.38644937	0.368181368	0.368396603	0.364543369	0.364543369	0.349717473	0.340441785	0.332233145	0.329113098	0.328574708	0.317441463	0.328249371	0.302757651	0.308352791	0.313824424	0.31937397	0.308207672	0.303987499	0.309506967	0.299300045	0.298273871
102	0.481087078	0.396862969	0.411984804	0.402295929	0.391458427	0.382452171	0.447317562	0.433588038	0.446890619	0.458136799	0.45116382	0.440959304	0.43485044	0.433076931	0.497407817	0.459509782	0.411768533	0.411768533	0.393006064	0.39327825	0.389430917	0.389430917	0.374728892	0.365292826	0.35696957	0.353850639	0.353262579	0.341864816	0.352966533	0.326817667	0.332606583	0.338267599	0.34392121	0.332559787	0.328228236	0.333918995	0.323472708	0.322433018
103	0.506911863	0.422357303	0.437564257	0.427660141	0.416819875	0.407796907	0.473597578	0.460061204	0.473222524	0.484531215	0.477562629	0.467440094	0.461499626	0.459587823	0.524177889	0.485934124	0.438141727	0.438141727	0.418993105	0.419320034	0.41549897	0.41549897	0.400998613	0.391453973	0.38306131	0.379960432	0.379325819	0.367724326	0.379060722	0.352392108	0.358345424	0.364166589	0.369894108	0.358398123	0.353977734	0.35981036	0.349179375	0.348131705
104	0.533379778	0.449000815	0.464203938	0.454147265	0.443365196	0.434376443	0.500701628	0.487432754	0.500378694	0.511678844	0.504756813	0.494774422	0.489032322	0.486998638	0.55143757	0.513101876	0.465547799	0.465547799	0.446135959	0.446514402	0.442741274	0.442741274	0.428523715	0.418928566	0.410516852	0.40745215	0.406775188	0.39503982	0.406542308	0.379513231	0.385595829	0.391542323	0.397309529	0.385747508	0.381264539	0.387204293	0.376451752	0.375402309
105	0.56044656	0.476785973	0.491888601	0.481749631	0.471091417	0.462192041	0.528589635	0.515664272	0.528318355	0.539534077	0.532703039	0.522921131	0.517406687	0.515270504	0.579123476	0.540966496	0.49395815	0.49395815	0.474420263	0.474845915	0.471143522	0.471143522	0.457292398	0.44771084	0.439335356	0.436325991	0.435612023	0.423821629	0.435412175	0.408203831	0.414374715	0.420406029	0.42617471	0.41462297	0.410107414	0.41611417	0.405311672	0.404267311
106	0.588064043	0.505697511	0.52059585	0.510452155	0.49998772	0.49123678	0.55721587	0.544710911	0.556995055	0.568046251	0.56135253	0.551833043	0.546574486	0.544358086	0.607169593	0.569476462	0.523336604	0.523336604	0.503823358	0.504290814	0.500682872	0.500682872	0.487283386	0.477785171	0.469505774	0.466571748	0.46582729	0.454069425	0.465660777	0.438475773	0.444688062	0.450758017	0.456486155	0.445028415	0.44051393	0.446542223	0.435769604	0.434737786
107	0.616180506	0.535711963	0.550295863	0.540231895	0.530034873	0.521494869	0.586529202	0.574521597	0.586356926	0.59716	0.590651372	0.581457226	0.576481366	0.574209793	0.635507936	0.598575651	0.553639369	0.553639369	0.534313933	0.53481668	0.531327574	0.531327574	0.518465439	0.50912543	0.501006056	0.498167987	0.497400736	0.485771124	0.497267294	0.470328563	0.476529631	0.482586545	0.488228612	0.476955381	0.472479121	0.478478338	0.467823203	0.466811933
108	0.644741077	0.566797287	0.580951214	0.571057696	0.561204748	0.55294105	0.616473438	0.605039337	0.616347036	0.626815703	0.62054092	0.611735349	0.60706722	0.604768094	0.664069225	0.628203795	0.584815133	0.584815133	0.565851788	0.566382213	0.563036723	0.563036723	0.550797012	0.54169447	0.533802501	0.531081353	0.53030017	0.518901912	0.530198924	0.503747995	0.509879782	0.515866799	0.521374174	0.5103819	0.505984225	0.511898959	0.50145596	0.500473703
109	0.673688185	0.598912607	0.612516801	0.60288994	0.593459946	0.5855401	0.646987748	0.636201619	0.646903826	0.656949981	0.650958273	0.642604133	0.638266669	0.635969929	0.692783569	0.658296995	0.616805284	0.616805284	0.598387718	0.598937158	0.595760141	0.595760141	0.584226067	0.57544378	0.567849266	0.565266051	0.564480908	0.553423422	0.564410343	0.538704938	0.54470445	0.55056004	0.555881554	0.545271522	0.540995599	0.546766163	0.536636005	0.535691581
110	0.702962045	0.632008076	0.644939888	0.635680415	0.626753547	0.619246477	0.678007159	0.667940922	0.677961622	0.687496272	0.68183682	0.673995892	0.670009619	0.66774723	0.721581144	0.688788309	0.649544252	0.649544252	0.631863561	0.632422362	0.629438424	0.629438424	0.618690073	0.610313333	0.603088084	0.600663536	0.599885429	0.589283125	0.599843371	0.575154325	0.580954322	0.586612968	0.591695564	0.581572559	0.577463836	0.583026962	0.573315126	0.572417581
111	0.732501177	0.666024894	0.678160276	0.669372321	0.661029019	0.65400412	0.709463133	0.700185304	0.709451223	0.718385446	0.713106852	0.705839138	0.702221916	0.700027516	0.750392847	0.719608371	0.682959987	0.682959987	0.666212391	0.666770007	0.664003151	0.664003151	0.654116204	0.646231641	0.639448201	0.637202432	0.636443267	0.626413961	0.636426877	0.613034394	0.618564279	0.623957341	0.628746849	0.619217595	0.615323155	0.620612857	0.61142807	0.610586529
112	0.762242948	0.700895471	0.712110605	0.703900419	0.696220277	0.689746432	0.741284186	0.732859069	0.741300531	0.749546458	0.744696216	0.738059262	0.734826064	0.732734578	0.779150915	0.750686053	0.716974562	0.716974562	0.70135889	0.701903996	0.699377266	0.699377266	0.690421744	0.683116047	0.676846574	0.674798719	0.674071152	0.664734259	0.674076949	0.65226625	0.657453139	0.662509888	0.666951904	0.658123306	0.65449112	0.659439722	0.65089217	0.650115671
113	0.792124111	0.736543763	0.746716788	0.73919134	0.732251932	0.726396456	0.773396571	0.765883509	0.773435251	0.780907027	0.776531011	0.77057926	0.767742	0.76578922	0.807789509	0.781949146	0.751504877	0.751504877	0.737219871	0.737740514	0.735475639	0.735475639	0.7275147	0.720873258	0.71518833	0.71335619	0.712673447	0.704147983	0.712697337	0.692753796	0.697523761	0.70217257	0.706213405	0.698190639	0.694868716	0.699408022	0.69160737	0.69090469
114	0.822081361	0.772885778	0.781898572	0.775164052	0.76903972	0.763867265	0.805724978	0.79917768	0.805779595	0.812394327	0.808536301	0.803320494	0.800887912	0.799110054	0.836245233	0.813325048	0.786463479	0.786463479	0.773704985	0.774188745	0.772205786	0.772205786	0.765294627	0.759400116	0.754367502	0.752767201	0.752142864	0.744545306	0.752180195	0.734384067	0.738663523	0.742833174	0.74642087	0.73930537	0.736340839	0.740403415	0.733456669	0.732836134
115	0.852051868	0.809830239	0.817570225	0.811730473	0.806491118	0.802062569	0.838193268	0.832659226	0.838257027	0.84393567	0.840636838	0.836203476	0.834181071	0.832614327	0.8644576	0.844741442	0.821759458	0.821759458	0.810717561	0.811151736	0.809468767	0.809468767	0.803653642	0.798584605	0.794268037	0.792913699	0.792361467	0.78580354	0.792407101	0.777028013	0.780745201	0.784366292	0.787451647	0.781339054	0.778777201	0.782297735	0.776307015	0.77577632
116	0.881973794	0.847279413	0.853641335	0.848796252	0.844506146	0.840877532	0.870725194	0.866245206	0.870790992	0.875459176	0.87275777	0.86914865	0.867538673	0.866218759	0.892369426	0.876126961	0.85729941	0.85729941	0.848155602	0.848527405	0.847160212	0.847160212	0.842477622	0.838307079	0.834765055	0.83366852	0.833201959	0.827788411	0.833250361	0.820541724	0.823628257	0.826634641	0.829172233	0.824150374	0.82203366	0.824950356	0.820010663	0.819576687
117	0.911786789	0.885130089	0.890017706	0.886261674	0.882978339	0.880199798	0.903245126	0.899852931	0.903305644	0.906894412	0.904825339	0.902077164	0.900878668	0.899840378	0.919927163	0.907411816	0.89298844	0.89298844	0.885912889	0.886209656	0.885171478	0.885171478	0.881647541	0.87844168	0.87572635	0.874896925	0.874529205	0.870355657	0.874574546	0.864768101	0.867160509	0.869490733	0.871439891	0.867586859	0.865953968	0.868209917	0.864406968	0.864075609
118	0.941432437	0.923274671	0.926602331	0.924022697	0.921795878	0.919910703	0.935678741	0.933400768	0.935726535	0.938172991	0.936767535	0.934911618	0.934120547	0.933397338	0.947081155	0.938528378	0.928731192	0.928731192	0.923880184	0.92408958	0.923390899	0.923390899	0.921040932	0.918857913	0.917014073	0.916458348	0.916201985	0.913352911	0.916238253	0.909538933	0.911180151	0.912778837	0.914104535	0.911486944	0.910371884	0.911916371	0.909324585	0.909100611
