x	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
34	0.003942494	0.004389864	0.004609206	0.004916468	0.004531152	0.004179035	0.002733422	0.002704767	0.002743104	0.002497262	0.002532763	0.002189944	0.00202727	0.001898049	0.001840931	0.001889868	0.002178196	0.002634281	0.002383567	0.002210544	0.002076129	0.001784409	0.001593345	0.001566981	0.001565355	0.001374122	0.001461987	0.001299552	0.001276614	0.001318694	0.001272938	0.00122719	0.001238339	0.001140464	0.001131217	0.001130035	0.00108176	0.001068071
35	0.003960799	0.004473588	0.004955357	0.005313459	0.005006157	0.004643552	0.002889567	0.002894766	0.002870983	0.002657954	0.002941911	0.002323102	0.00218075	0.001986757	0.001912524	0.001977608	0.002333408	0.002716626	0.002481541	0.002280047	0.002195303	0.001867326	0.001714015	0.001677714	0.001669788	0.001457488	0.00151082	0.001341985	0.001347201	0.001378139	0.001333815	0.001289499	0.001324695	0.001201849	0.001184806	0.001239438	0.001156797	0.001148746
36	0.003957486	0.00455877	0.005279573	0.005695212	0.005434655	0.005048186	0.003034985	0.003068434	0.003004077	0.002805428	0.003293692	0.002434592	0.002307758	0.002063573	0.001977428	0.002053505	0.002455764	0.002770821	0.002604079	0.002382696	0.002316707	0.00193012	0.001805032	0.001768473	0.001752582	0.001520551	0.001550559	0.001373611	0.001402439	0.001428011	0.001384539	0.001341077	0.001395589	0.001254067	0.001230189	0.001317495	0.001216223	0.001212221
37	0.004022197	0.004656449	0.005496829	0.005931581	0.005705254	0.005326452	0.003177671	0.00320287	0.003116488	0.002933514	0.003480083	0.002553503	0.002435894	0.002172948	0.00207739	0.002162615	0.002597781	0.002890419	0.002752455	0.002510824	0.002454358	0.002020519	0.001911652	0.001863064	0.001851091	0.001604365	0.001627786	0.001454723	0.001488011	0.001505796	0.001462057	0.001418327	0.001475403	0.001324888	0.001295399	0.001399719	0.001289475	0.001289498
38	0.004156028	0.004766873	0.005604979	0.006019388	0.005814717	0.005476011	0.003317645	0.003297643	0.003208001	0.003042037	0.003499038	0.002679944	0.002565216	0.002315182	0.002212713	0.002305242	0.002759708	0.003076182	0.00292486	0.002664286	0.002607047	0.002138756	0.002034018	0.001961539	0.001965452	0.001709076	0.00174275	0.001585611	0.001604108	0.001611671	0.001566533	0.001521402	0.001564206	0.001414417	0.001380544	0.001486153	0.001376637	0.001380661
39	0.004360139	0.004890302	0.005601632	0.005955097	0.005759376	0.005494164	0.003454924	0.003352267	0.003278375	0.003130801	0.003348239	0.002814036	0.002695778	0.002490616	0.00238374	0.002481732	0.002941822	0.00332897	0.003118517	0.002842028	0.002773239	0.002285095	0.002172294	0.002063953	0.00209582	0.001834847	0.001895732	0.00176661	0.001750948	0.001745835	0.001698153	0.00165048	0.001662072	0.001522775	0.001485749	0.001576841	0.001477802	0.001485804
40	0.004489544	0.004962412	0.005555274	0.005828891	0.005663852	0.005508802	0.003598209	0.003380524	0.003324963	0.003203804	0.003114592	0.002946535	0.002826824	0.002677561	0.002559534	0.002670072	0.003139926	0.003644313	0.00338409	0.003100859	0.002981473	0.002412186	0.002276903	0.002119272	0.002195412	0.001930971	0.002025845	0.001950297	0.001888109	0.001866888	0.001814631	0.001762382	0.001721781	0.001599272	0.001554283	0.001635545	0.001550152	0.001571716
41	0.0045744	0.005027713	0.005584239	0.005803768	0.005678789	0.005613638	0.003745698	0.00343658	0.003386732	0.003291373	0.002992673	0.0030757	0.002958764	0.002844356	0.002713301	0.002837824	0.003327168	0.003919099	0.003598384	0.003285629	0.003154012	0.002521842	0.002372041	0.002172673	0.002285364	0.002013894	0.002131673	0.002101893	0.002005817	0.001970006	0.001913884	0.001857772	0.001776	0.001663783	0.001609945	0.001691936	0.001613702	0.00164892
42	0.004777294	0.005174197	0.005678402	0.005869871	0.005752996	0.005725606	0.003887778	0.003533769	0.003486002	0.003404773	0.002992251	0.003210079	0.003092654	0.002997086	0.002862882	0.002991009	0.003494431	0.004106143	0.003798412	0.003488549	0.003331389	0.002662788	0.00251989	0.002298286	0.002423488	0.002142965	0.002273875	0.00225176	0.002139914	0.002094485	0.002037471	0.00198047	0.001888652	0.00177728	0.001721736	0.001797372	0.001721567	0.001756122
43	0.0051005	0.005403557	0.00583925	0.006029352	0.005887841	0.005844884	0.004024419	0.003672681	0.003623304	0.003544375	0.003114806	0.003349783	0.003228566	0.003135653	0.003008294	0.003129525	0.003641522	0.00420417	0.003984075	0.003709967	0.003513749	0.002835392	0.002721008	0.002496782	0.002610275	0.002318601	0.002452819	0.002399949	0.002290583	0.002240537	0.002185622	0.00213072	0.002060187	0.001940126	0.001890054	0.001952215	0.001874065	0.00189355
44	0.005546592	0.005717641	0.006068359	0.006284475	0.006084764	0.005971664	0.004155579	0.003853954	0.003799218	0.003710587	0.00336186	0.00349493	0.003366572	0.00325994	0.003149545	0.00325325	0.003768216	0.00421174	0.004155244	0.003950271	0.003701245	0.003040072	0.002976044	0.002768939	0.002846291	0.002541285	0.002668924	0.002546505	0.002458027	0.0024084	0.002358595	0.002308803	0.002291129	0.002152744	0.002115364	0.002156886	0.002071565	0.002061469
45	0.005959608	0.005965485	0.006174105	0.006382897	0.00613334	0.005956514	0.004144961	0.003955961	0.00385151	0.003760734	0.00348648	0.003515761	0.003432317	0.003243234	0.003199455	0.003211981	0.003776903	0.004055762	0.004265368	0.004165708	0.003819436	0.003193594	0.00321403	0.003030127	0.003050335	0.00272789	0.002852291	0.002627202	0.002555311	0.002520134	0.002479279	0.002438436	0.002495022	0.002340879	0.00232383	0.002336901	0.002245731	0.002188166
46	0.00630004	0.006162785	0.006237284	0.006420182	0.006142165	0.005937098	0.004138884	0.004031642	0.003879376	0.003794483	0.003529527	0.003534026	0.003498148	0.003236759	0.003253456	0.003181047	0.003800376	0.003959367	0.004388004	0.004372646	0.003936719	0.003327975	0.003419133	0.003245179	0.003224124	0.002885237	0.003013122	0.002710302	0.002642751	0.002618714	0.002584839	0.002550971	0.002661283	0.002497576	0.002496154	0.002485359	0.002391458	0.002295764
47	0.006707672	0.006471909	0.006494761	0.006702932	0.006381315	0.006135705	0.004349456	0.004231084	0.004097308	0.00400668	0.003761571	0.003742453	0.003675805	0.003444823	0.0034478	0.003400621	0.004004497	0.004109077	0.004607635	0.004623977	0.004163132	0.003543623	0.003655335	0.003482099	0.00345074	0.003100802	0.003227284	0.002895012	0.002838458	0.002804446	0.002771812	0.002739182	0.002871922	0.00269431	0.002697189	0.002673979	0.002575149	0.00246771
48	0.00718461	0.006895854	0.00695159	0.007237719	0.006856656	0.006557673	0.004780417	0.004556395	0.004508402	0.004400171	0.004185442	0.004143868	0.00396694	0.003870348	0.003784422	0.003874056	0.004392143	0.004508907	0.00492609	0.00492064	0.004500532	0.003841742	0.003923211	0.003741324	0.003731	0.003375382	0.003495542	0.003182527	0.00314368	0.003078337	0.003041137	0.003003939	0.00312753	0.002931588	0.002927334	0.002903259	0.002797261	0.002704676
49	0.00773328	0.007438047	0.007613503	0.008032069	0.007574828	0.007208971	0.005436109	0.005009986	0.005116284	0.004978283	0.004804517	0.004741599	0.004373451	0.004516826	0.004265592	0.004605423	0.004966663	0.005163417	0.005345456	0.005263701	0.004951071	0.00422374	0.004223417	0.004023344	0.004065857	0.003709915	0.00381879	0.003574264	0.003559914	0.003441579	0.003393923	0.003346269	0.003428805	0.003210001	0.003187049	0.003173776	0.003058323	0.003007455
50	0.008197967	0.007787265	0.008186103	0.008789333	0.008221783	0.007767526	0.006042582	0.005323426	0.005624058	0.005430418	0.005303224	0.005234931	0.004623243	0.005081942	0.004632539	0.005255802	0.005466914	0.005808597	0.005670585	0.00551019	0.005341688	0.004557213	0.004475646	0.004237524	0.004375184	0.0040553	0.004132518	0.003970052	0.003978125	0.003773503	0.003724233	0.00367498	0.003659369	0.003421071	0.00337235	0.003382863	0.003265237	0.003291433
51	0.008631549	0.008069788	0.008639361	0.009397175	0.008725826	0.008188676	0.006512034	0.005558146	0.006011044	0.005768624	0.005681527	0.005606737	0.004801004	0.005509765	0.004909644	0.005745845	0.005852458	0.006296369	0.005936048	0.005732139	0.00566507	0.004840895	0.004711442	0.004440892	0.004653755	0.004366255	0.004414869	0.00430214	0.004328418	0.004050685	0.004003651	0.003956647	0.003863273	0.003607984	0.003540934	0.003567625	0.00344919	0.003535208
52	0.009222359	0.008670374	0.009262004	0.010105822	0.009374814	0.008781504	0.007080544	0.006019061	0.006570172	0.006316061	0.006261472	0.006155158	0.005226281	0.006080345	0.005372584	0.006381316	0.006369589	0.00682182	0.00635883	0.006112107	0.006094352	0.005209068	0.005028625	0.004754484	0.00498067	0.004670146	0.004720629	0.004638324	0.004686541	0.00438391	0.0043255	0.004267119	0.004180843	0.003902488	0.003827266	0.003850844	0.003720246	0.003813847
53	0.00997668	0.009600272	0.010060841	0.010920254	0.010174835	0.00955251	0.007751528	0.006711776	0.007306405	0.007078358	0.007048541	0.006884954	0.00590433	0.006797694	0.006025582	0.007166636	0.007022087	0.007386611	0.006943135	0.006654098	0.006632408	0.005663723	0.005428989	0.005180516	0.00535711	0.004967095	0.005050455	0.004978979	0.005052976	0.004774382	0.004690738	0.004607112	0.004614107	0.004306369	0.004233233	0.004234139	0.004079805	0.004128053
54	0.010901941	0.010873176	0.011043983	0.011846315	0.011133123	0.010509445	0.00852905	0.007643155	0.008225834	0.008062494	0.008049578	0.007802013	0.00684168	0.007666757	0.006873873	0.008107277	0.007814522	0.007992627	0.007693964	0.007362843	0.007282645	0.006207206	0.005914628	0.005721611	0.005784429	0.005257201	0.005405087	0.005324496	0.005428236	0.005223514	0.005100473	0.004977438	0.005165504	0.004821774	0.004761114	0.004719448	0.004529533	0.004478634
55	0.011667109	0.01231277	0.011999006	0.012724834	0.012075196	0.011445024	0.009212567	0.008759391	0.009231804	0.008941915	0.008977342	0.00882492	0.007934364	0.008739843	0.007577161	0.008942036	0.008855206	0.008199401	0.008262911	0.007812302	0.007717508	0.006581729	0.006220001	0.006110342	0.006020467	0.005319467	0.005544611	0.005476254	0.005640617	0.005593537	0.005388192	0.005182837	0.005648812	0.005282771	0.005232306	0.005120657	0.00490529	0.004687677
56	0.012355495	0.013586126	0.012876397	0.013575809	0.01295732	0.012298631	0.009851866	0.009750796	0.01015048	0.009703873	0.009794588	0.009756431	0.00888405	0.009746348	0.008171271	0.009703742	0.009836255	0.008390916	0.008740374	0.00816591	0.008092954	0.006908337	0.006477487	0.006432571	0.006230141	0.005390058	0.00567281	0.005630368	0.005854058	0.005933616	0.005653725	0.005373898	0.006064253	0.005679058	0.005631844	0.005462264	0.005228537	0.004877589
57	0.01335775	0.014712618	0.013876374	0.014580207	0.013943238	0.013258714	0.010681795	0.010518402	0.010996479	0.01068159	0.010781841	0.010583398	0.009648772	0.010498228	0.009025636	0.01068167	0.010492544	0.009216769	0.009532448	0.008945672	0.00882592	0.007513013	0.007026127	0.007005691	0.006744774	0.005813748	0.006137707	0.006088846	0.006327105	0.006409797	0.006117764	0.005825969	0.006602703	0.006175177	0.006134778	0.005946733	0.005677635	0.005291378
58	0.014691827	0.015686858	0.015007439	0.01574852	0.015040421	0.014332552	0.011711556	0.011054865	0.011768517	0.011885856	0.011948201	0.011303364	0.010223419	0.010986883	0.010150667	0.011886627	0.01081225	0.010700316	0.010651776	0.010167186	0.009929432	0.008404423	0.007874292	0.007837037	0.007572705	0.0065987	0.006947575	0.006859145	0.007066453	0.007025899	0.006785373	0.006545226	0.007267902	0.006774041	0.006744101	0.006577803	0.006255748	0.005933884
